"code","energy_kcal_100g","sugars_100g","fat_100g","salt_100g","proteins_100g","nutriscore_grade","nutriscore_score","nova_group"
"6408430032686","262","2.6","25",,"6.5","unknown",,
"8715700423838","64","11","0.1","0.9","1.4","c","5","4"
"8801127120020","321.11","8.33","1.33","2.96","8.33","unknown",,
"01364008","117.647058823529","23.53",,"2.64705",,"e","20","4"
"5202132074392","527","3","56",,"0.1","unknown",,"3"
"20005917","372","52.5","8.9","0.13","2.7","e","24","4"
"9310155540100","401.529636711281","4.4","0.8","2.53","8.8","d","18","4"
"3111900350335","453","19","17","0.16","6.8","c","8","3"
"8904043551548","264.444444444444","3.67","2.73","0.97425","8.78","b","2","4"
"4061463713841","473.333333333333","18","19.7777777777778","0.0277777777777778","10","c","8","4"
"4770149214472","443","35","13","0.4925","9","unknown",,
"8710400165422","819",,"91",,,"unknown",,"2"
"3036810350278","35","1.5","1.2","0.67","0.6","c","3","4"
"5701018044707","240","0.9","23","1.3","6.5","unknown",,"4"
"8888112060097","542.07","12.7","39.3","1.13","19.2","c","10","4"
"9310155422406","360","3","2","0.186","11.5","a",,"1"
"8000320010095","35","4.4","0.1","0.6","1.2","a","-2","3"
"3571492210019","158","0.8","10","0.66","8.2","b","2","4"
"9300601341153","222.5","0.5","16.9","0.9975","6","b","2","4"
"0012256091053","382","2.4","1.6","0.38","14","a",,"4"
"7392672004459","65","2.8",,"0.0975","13","a","-5","4"
"0031200205780","115","14","0.3","0.00762","0.1","a","-3","4"
"4088600316529","121","0.5","2.1","2","7.5","c","5","1"
"6408430400782","80","4.6","1.6","0.275","10","unknown",,
"0857111004232","384.615384615385","26.9230769230769","15.3846153846154","0.913461538461538","23.0769230769231","not-applicable",,"4"
"4820002302058","470","8.80000019073486","21.2000007629395",,"7.80000019073486","unknown",,
"4056489541813","630","0.6","55.4",,"25.3","a","-8","1"
"0096619710553","800",,"93.3333333333333",,,"d","15","2"
"50157655","102","22.8","0.1","1.8","1.2","d","13","3"
"5998200749032","70","9.7","1.6","0.12","3.5","d","8","4"
"4001686505021","409","58","7.8","0.01","1.5","e","23","4"
"4100290024758","63","8.8","1.6","0.1","2.9","c","6","4"
"7501518492521","120",,"4",,"12","unknown",,"4"
"8001250120076","351","3.4","1.5","0.01","14","a","-1","1"
"0745110238539",,,"30.3",,"8.2","unknown",,"4"
"7038010045080","79","8.8","3","0.1075","3.9","c","3","4"
"5285000396406","405","8","17",,"1","unknown",,
"7802215101465","469","0.7","32.9","0.23","8.5","d","18","4"
"8014433002007","371","32","15","1.44","6","e","22",
"3270190024835","366","11","13","0.85","9","d","13","4"
"5701018057608","103","20",,"0.0045","1.3","unknown",,"4"
"6409100045166","99",,"2.2","1.3775","18","a",,"4"
"5201004066831","215","3.1","1.2","1.2","6.9","b","2",
"7023539701531","243","4.7","19","0.9825","11","d","11","3"
"8722700125174","240","6.9","21","1.3","1.1","d","11","4"
"20189693","67.64","0.8","4.5","290","3.3","e","20",
"8008698024140","235","7","4.9","1.1","3.6","c","6","4"
"0089686170795","470.588235294118","7.05882352941176","18.8235294117647","2.29411764705882","9.41176470588235","unknown",,"4"
"7709185891900","197","2.4","4","255","4.6","unknown",,"3"
"0859162007606","365.384615384615","28.8461538461538","11.5384615384615","0.721153846153846","23.0769230769231","not-applicable",,"4"
"8850291108631","500","40","26.6666666666667","0.0833333333333333","10","unknown",,
"20018702","242.1128106693",,"2.1",,"8.4","unknown",,
"7792170052271","24","6",,"0.1125",,"unknown",,
"0055653645900","433.333333333333","6.66666666666667","13.3333333333333","2.5","10","d","15","4"
"8001122004107","471","0.5","21","0.39","8.4","d","11","4"
"6009710611500","420","18.6000003814697","13.6000003814697",,"10.3000001907349","unknown",,
"7039610010836","166","1.1","8.4","1.475","16","c","3","4"
"6009710721186","527.777777777778","0.833333333333333","35","1.25","7.5","e","20",
"7906008074766","637","3.79999995231628","51.0999984741211","0.0984251983170434","25.2000007629395","unknown",,
"7798187211830","481","2.8","27","2.1975","6.6","d","18","4"
"9341650000899","25.3346080305927","0.12","2.2","0.108","0.72","c","3","4"
"0814465011965","400","3.33333333333333","3.33333333333333","0.333333333333333","83.3333333333333","not-applicable",,"4"
"8000500428917","565","55.9","34.3","0.000965","7.7","e","32",
"0028400147415","500","7.14285714285714","21.4285714285714","0.982142857142857","7.14285714285714","unknown",,"3"
"7622202019265","446.666666666667","22","15","0.22","7.7","c","8","4"
"7891150072046","304",,"30",,"0.6","unknown",,
"8691707090122","510","39.3","27.7","2.5","6.2","e","35","4"
"4056489337126","52","3.8","2.8","0.0975","3","b","2",
"5000171050656","98.1818181818182","3.40909090909091","2.31818181818182","0.804545454545455","7.72727272727273","c","3","4"
"5941021005122","542","47","34","0.01","4.4","e","29","4"
"5410041143508","476.666666666667","7","19","2.2","8.5","e","26","4"
"0626394305608","560","2","50","0.5","30","b","-4",
"9310072026428","471.319311663479","1.2","20","2.12","8","d","17","4"
"8885001436438","139",,"9",,"12.5","unknown",,
"7802832101121","56","2.9",,"0.5",,"unknown",,
"4056489331391","489","53.5","26","0.03","7.1","e","27","4"
"0888670173855","571.428571428571","7.14285714285714","50",,"21.4285714285714","c","7","1"
"7501055305339",,,,"0.0254",,"c","4","4"
"0070847022015","15.2219873150106","7.18816067653277",,"0.0835095137420719",,"d","7","4"
"6009710612101","345.1242829284","16.4","9","0.87","15","d","11",
"8410111603304","200",,"12.35","1.3575","23.46","c","3","3"
"8804127010667","170.588235294118","3.52941176470588","1.52941176470588","1.17352941176471","7.76470588235294","c","5","4"
"7702193623389","409.090909090909",,"9.09090909090909",,"13.6363636363636","a","-10","1"
"20519322","519","9","28.6","0.00025","4.9","c","8","4"
"7039010578547","377.777777777778",,"8",,"11.9","a",,
"5601312101062","423","1.9","13.8","0.5","9","a",,"4"
"5201127013101","568","48.6","37.5","0.381","10","e","32","4"
"0096619331130","550","50","30","0.125","5","d","15","4"
"8801062894116","322.58064516129","54.8387096774194",,"0.0806451612903226","6.45161290322581","unknown",,
"4009700021571","136","14.4","4.9","0.11","2.6","c","7","4"
"8801062289936","585.36585365854","2.4390243902439","35.365853658537","1.4329268292683","6.0975609756098","unknown",,
"8850025000026","24","4.4",,"0.0573",,"unknown",,"1"
"9000331697048","485","46","22","0.02","5.6","e","29","4"
"5000159500258","495","55","24","0.42","5.6","e","33","4"
"5051140474201","142","2.6","10.1","6.1275","7.9","e","22","3"
"4751027951078","1.4","10","26","0.34","7.6","d","13",
"4006381333641","4","0.5","0.5","0.85","0.5","c","4",
"5701977000097","665","0.5","75","1.18","0.5","e","23","4"
"3560070343935","101","0.9","2.7","0.3","6.8","b","1","4"
"3609200011174","372","2.7","15","0.8","36","not-applicable",,"4"
"4008258074008","653.333333333333","3.8","57","0.02","26","a","-10","1"
"3560070419456","480","0.8","22","0.7","6.7","c","7","3"
"5025125000075","238","1.7","6.4","0.98","20.3","a","-4","3"
"8410076600479","473.809523809524","26.90476","19.76","0.63095","8.8","d","14","4"
"6223002389636","71.9230769230769",,"1.5",,"7.69230769230769","unknown",,
"0034000003129","237","52.6","1","0.095","1.6","d","17","4"
"8445291534933","299","50","8","0.3175","6.7","unknown",,
"7804659651483","317.777777777778","6","10","2.14444444444444","37.7777777777778","not-applicable",,
"5900512901091","124","5","10","0.0975","3.6","c","7",
"6224008467922","336","1.1","7","0.01","14.1","a","-7",
"0058496459444","176","0.12","1.2","0.005","1.8","b","1","4"
"8997013630015","400","100",,,,"e","19",
"8901262071048","558","0.5","33.8","0.095","6","d","16","4"
"9300657114046","111.3","25.8","0.1","2.0375","1.4","d","16","4"
"4056489028109","35","7.6","0.4",,"0.4","c","5","1"
"4061458004121","198","2.1","21","0.04","1.8","e","14","4"
"1404877870008","254","0.6","20","0.05","14","d","11","3"
"5011013100132","314","18","14","0.2","2","not-applicable",,"4"
"0066721007834","421.052631578947",,"7.89473684210526","2.10526315789474","10.5263157894737","d","17","4"
"7622202025587","483.333333333333","5.2","19","1.9","8.1","e","24","4"
"6001224527377","412.68","10.3333333333333","11","208.333333333333","12.6666666666667","e","25","4"
"8901499023339","382","21.6","5.2","0.325","8.1","c","5","4"
"8719200262546","701","0.5","79","1.475","0.5","e","24","4"
"5601151963166","30","6.7","0.25","0.005","0.25","e","11","4"
"4740125120028","32","4.80000019073486","0.0500000007450581",,"3.20000004768372","unknown",,
"4003160110301","387","33","10.7","0.22","6.1","e","19","4"
"8901725005887","459","3","20.1","1.2471","9","unknown",,"4"
"8010532000876","82","14.1",,"0.01","1","not-applicable",,"4"
"7700304507665","80.6451612903226",,"0.32258064516129",,"11.2903225806452","unknown",,
"7350056793023","123","4.2","10","0.13","3.4","c","7",
"8888440000048","63","5","3.4",,"3.1","c","3","1"
"7035620045141","0.8","0.2",,,,"c","4","4"
"6223000352533","74.0909090909091",,"1.49999997832558",,"2.72727272727273","unknown",,
"5900020043832","330","2.5","9.4","0.49","11.9","a","-2","4"
"5400141381085","386","13","4.8",,"13","a","-6","1"
"8000500400807","509.420289855072","35.5072463768116","24.6376811594203","0.543478260869565","7.97101449275362","e","28",
"3038359004544","137","9.3","7.3","2.9","2.8","d","16","4"
"8410109050882","481","0.3","36","0.105","11","d","15","4"
"20516901","402",,"29.7","1.63","32.4","d","15","3"
"3248830000150","362","2.2","21","1.2","6.2","e","19","3"
"5704068059325","370","11","35","0.295","1","unknown",,"4"
"4045357011350","188.910133843212","3.3","20","1.4","4","d","18","4"
"4820182746932","402","12.8","8","2.2825","7.5","unknown",,
"5053827193368","356.666666666667","14","2.33333333333333","0.658333333333333","11","b","1","4"
"3760091724632","575","27","43","0.1375","8.3","e","19","3"
"7394376665066","60","3.4","2.8","0.0975","1.1","d","7","4"
"5000267102566","222",,,,,"not-applicable",,
"8888900400104","366.666666666667","5","1.66666666666667","0.0416666666666667","15","unknown",,
"8595229922254","451","6.3","23","0.05","9.8","c","8","4"
"9556771007584","500.96","25","26.5","0.00070612","6.2","unknown",,"4"
"7708001730706","85","11",,"4.8425","3.2","unknown",,
"8412170022553","375",,"1","1","7","c","6","3"
"7801505001737","8","2",,,,"a",,"4"
"20815400","468","38.1","23.6","0.02","10.5","d","17","3"
"5000183501108","573.333333333333","53.3333333333333","38","0.833333333333333","4","e","24","4"
"8480000676351","62","4","0.2","0.28","10","a","-2","4"
"5738001092490","378","8","0.9","1.08","7","d","11","3"
"0068505110051","255.813953488372",,"2.17","0.5075","14.5","unknown",,
"5449000061515",,,,"0.05",,"b",,"1"
"8996001302927","444.444444444444","16.6666666666667","11.1111111111111","1.59722222222222","11.1111111111111","e","21",
"3073781192148","228","6","17.5","1.7","11.5","d","17","4"
"4014400917956","571","44.5","37.4","0.2175","9.6","e","31","4"
"5701043001010","646","1","72","0.9825","0.8","e","19","2"
"20422103","332","0.5","35","2.8","1","not-applicable",,"3"
"8480000342317","498","6.8","28.8","1.6725","14.8","d","12","4"
"6001710010604","218.6","5.6","2.6","0.282","10.8","a",,
"7502232251715","42",,,"0.374","10","a","-3",
"8480000137388","416.666666666667","10","13.2",,"46.7","not-applicable",,"1"
"4002239640503","27","0.2","0.5","5.15","1.4","e","20","4"
"7898341430111","42","10.5",,,"0.4","unknown",,
"6942836703820","209","20.2","11.1","0.175","3.6","d","14","4"
"8410076472953","301.724137931034","2.1","5.2","1","9.1","c","5","4"
"7070841001569","207","51.4",,,"0.2","unknown",,
"4088600132341","580","25.7","40.8","0.03","9.3","e","19","4"
"77013323","558.333333333333",,"34.9999984105428",,"7.49999980131785","unknown",,
"3222471443057","24","0.8",,"0.75","1.6","a","-2","3"
"80838999","442.63862332696","16","18","0.295","9.5","c","8",
"8593893788381","453","52.2","19.2","0.01","7.8","e","28","4"
"8594001026357","11","2.4",,,,"a","3","4"
"3270160862481","123","4.9","1.5","0.35","8.4","a","-3","4"
"5901384506681","90","0.7","4.5","0.97","2","unknown",,"4"
"4335619022607","644","4.1","54.5","0.6875","25.9","c","4","3"
"8801175003405","156","1.70000004768372","1.60000002384186",,"6.09999990463257","unknown",,
"0051500255377","593.75","9.09090909090909","48.4848484848485","0.833333333333333","21.2121212121212","c","8","4"
"7501055902378","139.6","13.2","7.2","0.22352","5.5","e","16","4"
"0722252601414","414.285714285714","26.4705882352941","16.1764705882353","1.32352941176471","29.4117647058824","not-applicable",,"4"
"8809517412861","375","12.5",,,"22.5","unknown",,
"4056489749516","297.5","1.9","8","0.875","9.7","a","-1","4"
"7793913002423","102.142857142857","13.5714285714286","3","0.198214285714286","5.07142857142857","c","3","4"
"4335619073852","590","0.5","49","0.01","22","a","-8",
"5760466961110","70","8.5","2.69","0.09","2.8","d","7","4"
"8888200700294","370","9.2",,,,"unknown",,
"8480000138484","50","3.8","2.1","0.08","0.6","c","6","4"
"7791866001197","316.666666666667",,"30.8333333333333","2.08333333333333",,"d","16","4"
"9000332812822","396","53","12","0.02","1.8","e","26","4"
"9300667029415","32.8",,"1.08",,"0.2","unknown",,"4"
"7700304562510","80",,,"0.995","14","unknown",,"4"
"8019428000105","52","5.6","1.6","0.08","0.9","d","8","3"
"7610400013840","542","50","32","0.02","5.1","e","30","4"
"5060120282019","56","4.7","1.5","0.08","0.5","d","7","3"
"8853662004020","228","53",,"3","0.9","e","31","4"
"7898024394181","542","56","31","0.105","6.3","e","31","4"
"8886001200197","436.3","67.1","9.9","0.28","0.6","e","28","4"
"3760315370133","240.384615384615","3.36538461538462","15.3846153846154","3.00480769230769","20.1923076923077","unknown",,
"3480341000674","85","2.9","0.3","1.3","16","b","1","3"
"7318690035121","140","14","4.9","2.1625","5.5","unknown",,
"20577339","59.0344168260038","3.5",,"0.0975","10","a","-3",
"7044416013622","342","1.6","3.5","0.025","11","a","-5","1"
"20096410","183","6.6","11.8","0.78","11.8","c","4","4"
"8801492383051","115",,"1.6",,"24","unknown",,
"7039010578530","460","6.7","23","0.55","11","b","1","3"
"9310645099835","638.15","5","48.5","0.0635","26","b","-5",
"0041570054161","12.5",,"1.04166666666667","0.177083333333333","0.416666666666667","a",,"4"
"3330720237521","549","55","32","0.14","7.5","e","29","4"
"8888440000017","296",,"26","1.4125","17.4","unknown",,"4"
"8719200233560","713","0.5","79",,"0.5","d","15","4"
"5060088706022","442.857142857143","35","23","0.58","12","not-applicable",,
"0684417815671","103.44827586207","13.793103448276","3.448275862069","0.99137931034483","51.724137931034","unknown",,"4"
"4620017459934","540",,"39",,"10","unknown",,"4"
"7500810028636","230","4.3","1.8","2.9105","16.1","d","16",
"8851351932807","460","28","26","0.625","6","d","16","4"
"9310161005051","82.2179732313574","4.2","1.8","0.735","12.4","b","1","4"
"7802215511011","450","2.5","12.5","1.75","9.6875","d","18",
"8004800023018","517","37.8","26.3","0.36","6","e","28","4"
"8710412545045","372","25.6","7.2","0.35","5.3","c","8","4"
"4902188120388","359",,"38.1","0.0875","1.1","unknown",,"4"
"0014100079477","520","36","28","0.35","4","e","27","4"
"4061462618949","290","0.5","25","2.8525","16","e","21","3"
"5060337502238","2",,,"0.2",,"c","4","4"
"8801073211056","419.04","5","15.23","2.5","9.52","unknown",,
"3222110024029","286","0.8","25","1.5","13","d","15","4"
"6009704170273","435","18.2000007629395","10.5",,"7.30000019073486","unknown",,
"3256540002890","349","11","11","1.1","10.4","d","11","4"
"7802930003921","84","6.30000019073486","4.40000009536743",,"3.79999995231628","unknown",,
"3073781192216","232","6.5","18","1.7","11","d","17","4"
"7622201808884","453.333333333333","32.3333333333333","14.6666666666667","0.425","6.66666666666667","e","22","4"
"7709990473292","34.5","7.5",,"0.005125","0.6","unknown",,
"3179142054589","406.31","100",,,,"not-applicable",,"1"
"8076809514439","359","3.5","2","0.01","13","a",,"1"
"8008343200035","356","3.1","0.9","0.01","0.1","c","3","1"
"7501791614177","11",,"1","0.1625","0.5","b","1","4"
"8888200619046","66","4.2","2.4","8","4.32","unknown",,
"9313820016108","0.4",,,"0.0326666666666667","0.0533333333333333","c","4","4"
"8410510050143","534","63","30","0.2","2","e","31",
"6909548098880","8.13",,,"0.0381",,"unknown",,
"5000328029146","281.111111111111","4.66666666666667","22.3333333333333","1.1","6.33333333333333","c","9","4"
"6901668936653","507","30.7","28.2","0.7875","5.5","unknown",,
"3599741003380","207","0.5","9.5","0.7275","11","b","1","4"
"5900020019530","397","23.9","6.1","0.45","8.4","c","8","4"
"0028400152693","156","1","10","0.42500001192093","7","unknown",,
"8722700268741","90","1.3","5.6","14.95","5.6","e","23","4"
"4335619047228","191",,"10","0.885","25.2","a",,
"9300617042310","535.372848948374","55.8","30.5","0.2075","7.4","e","32",
"8710398522733","486.666666666667","4.8","23","2","6.9","d","17",
"9312231001215","29.4455066921606","1.4","1.72","0.113","0.6","c","3","3"
"0024463063167","100","20",,"3",,"d","15","4"
"8445291484634","400","48.5714285714286","10","1.16666666666667","7.61904761904762","unknown",,
"0857484006611","466.666666666667","20","33.3333333333333",,,"d","15","3"
"4750259017538","349",,"3.1",,"12","unknown",,
"40145990","120.666666666667","13.7","11.8","0.07","2.6","d","12","4"
"7896024760357","453.333333333333",,,,"6","unknown",,
"5601001347207","390","0.6","0.1","0.025","6.8","a","-6","1"
"8998866623032","100","14","2.5",,"1","unknown",,
"0044000044718","419.354838709677",,"4.83870967741935","0.685483870967743","6.45161290322581","c","6","3"
"20039929","118","4","10","0.1","3.1","e","12",
"6001068323005","364.01","16.8",,,"5.6","unknown",,"4"
"4068261049820","26","2.8","1.3","0.13","0.63","c","4",
"4000539671104","544","54","32","0.32","7.2","e","32","4"
"9300695009182","324.450286806883","0.6","2.9","0.5975","3.2","b","2","4"
"93718127","240.917782026768","18","2","11.45","14","e","28","4"
"3664346305860","508","52","28","0.01","4.9","e","24","4"
"3175681134935","424",,"15","0.22","6","c","3","4"
"9414763002095","400.0956022314","14","12.8","0.025","12","a",,"4"
"8903241110793","130","3.6","3.2","4.6275","3.3","e","22",
"7804608223082","84",,"0.7","0.5575","19.5","unknown",,"3"
"4011100005884","524","53","26","0.11","9.7","e","30","4"
"0009800512041","560","13","9","0.075","2","c","9","4"
"9300682016278","515.625","64.6875","21.25","0.34925","5","unknown",,
"3245413458513","426","1.9","15","1.77","15","c","9","3"
"7802900001339","359.036144578313","1.32530120481928","26.5060240963855","1.88253012048193","23.4939759036145","d","16","3"
"5060751995388","47.8787878787879","3.93939393939394","0.0909090909090909","0.151515151515152","7.57575757575758","a","-2",
"7702007078596","370","9.33333333333333","7","0.3","11.6666666666667","unknown",,
"6221007028024","438.88888888889","53.333333333333","12.777777777778","0.55555555555555","2.7777777777778","unknown",,
"0074880030044","488.633949437008","11.1111111111111","25","11.1111111111111","5.55555555555556","e","35","4"
"10340006","320","0.41","12","1.18","7","unknown",,"4"
"6151100023056","159",,"10.2",,"3.7","unknown",,
"5993330000039","45","11.2",,,,"e","13","4"
"8076809584746","476","19","22","0.93","10","d","12","4"
"8445290157348","386","75.1","3.6","0.41","5.1","unknown",,"4"
"4066447465679","626","5.9","52","0.51","28","c","3","3"
"20995324","303","3.4","16.8","2.88","12","e","23","4"
"0056800739022","78.2608695652174",,,,,"d","11","4"
"5060042641413","468","5.1","25","1.1","6.3","c","10","4"
"4902777026398","580","20","46",,"14","unknown",,"4"
"7894321711171","385","90",,"0.13",,"unknown",,"4"
"5603533200005","1",,,"0.16","0.05","unknown",,"4"
"0034361235375","94","10.8000001907349","2.90000009536743",,"3.90000009536743","unknown",,
"8902579203016",,,,"0.00125",,"a",,"1"
"7802220650026","402","35","3.1","0.1016","3.9","unknown",,"4"
"4335619268012","83","4.6","1.5","0.11","7.8","a","-1","4"
"5900340017018","244","2.9","1.4","1.18","7.8","c","5",
"7802900050078","50","4.9","1.6","0.16","2.9","c","5","4"
"4004148057076","98","19","0.5","0.06","0.6","not-applicable",,
"8996001354124","500","35","25","0.125","5","not-applicable",,"4"
"0096619107698","607.142857142857","7.14285714285714","50","1.42857142857143","21.4285714285714","unknown",,"3"
"5410126146950","580","36.6666666666667","38.1","0.533333333333333","2.9","e","26","4"
"4065019038167","261","2.3","20","2.6","18","d","18","3"
"5410228291879","17","2.1",,,"0.2","c","3","4"
"4088700109267","216.66667","31.66667","0.66667","0.0125","2.66667","b","2","3"
"5060045388384","236","2.7","14","0.7275","5.4","c","7","4"
"8801043015691","450.819672131148","3.27868852459016","16.3934426229508",,"8.19672131147541","unknown",,
"8003490037800","272","5.8","3.3","1.3","8","c","6","3"
"5010477338679","354","15.8","3.6","0.03","12","a","-1","1"
"3242272346050","205","2","5","1.1","12","c","6","4"
"3580282816508","374","75",,,,"e","19","3"
"5010029202410","272","4.2","2","0.28","12","a","-3","3"
"4305615676883","268","62","0.5","0.21","0.5","e","20","4"
"0687456211022","416.666666666667","25","8.33333333333333","0.0520833333333333","8.33333333333333","c","8","4"
"0096619605774","555.555555555556","4.44444444444444","48.8888888888889","0.75","24.4444444444444","b","2","3"
"4058172330087","380","7","12","0.05","53","a","-9","1"
"6223000410080","554.6","4.1","39.4","1.25","6.7","d","18",
"8594017144793","476","16","20","0.04","8.2","c","5","4"
"7501071120305","36","9",,"0.0325",,"e","14","4"
"6111266750753","574",,"41","1","5.04","unknown",,"4"
"4056489541851","534","8.9","38.7","0.01","15.7","c","9","4"
"7622300270469","488","41","21","0.68","6","e","30","4"
"8850781703605","206","15.6000003814697","12",,"7.51999998092651","unknown",,
"9555192501107",,"74.0740740740741",,,,"not-applicable",,"4"
"5712875931765","475","30","17",,"9.8","d","16","4"
"5701205002015","205","2","1.6","1.2","5.2","a","-1","4"
"7340191158757","419","0.8","18","2","9","d","18","4"
"5900909000420","370","78","2.1","0.12","4.5","unknown",,"4"
"5449000020987","0.3",,,"0.01",,"c","4","4"
"4025500287955","46","4.1","1.5","0.12","3.4","b","-1",
"4335619082946","471","30","20","0.4","6","e","19","4"
"6111259346352","448.96","34.9","22.19","0.27","4.64","e","25","4"
"6950758401861","374.76",,,"0.055","3.6","unknown",,
"7804650970248","380","8.33333333333333","13.3333333333333","0.833333333333333","9.66666666666667","d","11","4"
"5060122036849","59","6.4","1.9","0.3","3.3","d","9","4"
"7622202216695","469","70.8","17.5","0.095","3.5","e","30","4"
"8019315070341","231","0.4","20","1.9","12","e","19",
"7622201695248","388","81",,,,"unknown",,
"4001724038443","228","3.1","7.9","1.2","9.7","c","5","4"
"0850000429093","363.636363636364","10.91","14.55","0.2","36.36","not-applicable",,"4"
"8888200615383","20","4.8",,"0.033","0.12","b","2","4"
"5900168530911","57","7.5","0.2","0.01","0.5","d","7","1"
"5999887702464","389","40","15","0.3","10","d","11","3"
"8076809579438","368","3","4","0.08","14","a","-1","1"
"3472860051053","500","19.2307692307692","21.7948717948718","0.000641025641025641","6.41025641025641","e","21","4"
"7791337009660","76","7.88571428571429","1.08571428571429","0.201428571428571","8.57142857142857","unknown",,
"7038010002663","65","9.4","1.4","0.1","3.3","d","7","4"
"8801043017022","442.477876106195","7.9646017699115","15.0442477876106",,"6.19469026548673","unknown",,
"7896248100885","91.6666666666667",,"7.5","1.95833333333333",,"unknown",,"4"
"4088600555577","680","1.3","73.6","1.24","1","e","19","4"
"5201485009365","265","2","2.9","1.2775","8.6","c","6",
"45210624","63.63636",,"0.09091",,"1.54545","unknown",,"4"
"7392659002423","500","0.8","27","1.18","8.3","d","13","4"
"8711741356517","442","62","16",,"5.9","e","29","4"
"3560070776597","31","1","1.2","0.63","0.6","c","3","4"
"8412600029343","1000","5.8","3.2","1.18","11","b","2",
"6411402164803","262.135323509677","1.93548387096774","3.87096774193548","0.645161290322581","12.258064516129","a","-4","4"
"7798333090142","322.222222222222","22.2222222222222","9.77777777777778","0.277777777777778","7.55555555555556","c","7","4"
"5901696000051","187","1.4","14","1.3775","8.4","d","12","4"
"8412600070994","250","3.3","2.5","0.91","9.2","c","3","4"
"4740012600169","433","65","13",,"3.20000004768372","unknown",,
"4901726015186","113","1.2","0.5","2.1625","3","unknown",,
"3421557108150","439","20","13","0.05","9.1","c","8","3"
"9300605139794","384.48748856929","1","9.2","0.006","12","a","-4","1"
"5060367181311","593.333333333333","5.33333333333333","46.6666666666667","0.516666666666667","26.6666666666667","a","-6","3"
"9556241001982","513.333333333333",,"25.6666666666667",,"9","unknown",,
"09141209","283.898305084746","35.1694915254237","0.423728813559322","0.0423728813559322","5.08474576271186","unknown",,"4"
"8804811000806","365","4","2.2",,"11","unknown",,
"8480000232649","349","1.5","0.6","1.2","8.3","unknown",,"4"
"8724200100118","502","32.5","21","1.07","5.7","e","28",
"3421557110313","442","18","15","0.01","9","c","8","3"
"0661596797684","235","2.2","3.2","0.98","2.2","c","6",
"4088600054513","263","2.1","26","0.215","3.6","c","5","4"
"9341650001735","53","2.5","3","0.08","3","b",,"4"
"0608887013368","48","11",,,,"unknown",,
"4056489710066","359","79.7","0.6","0.04",,"e","19","2"
"5000237127322","615","5.1","51","1.2","30","c","4","3"
"4101540707353","389","37","15","0.43","4.5","e","23","4"
"8410500029524","71",,"3.1",,"3.1","unknown",,
"3168930009795","420","13","11","0.24","11","b","1","4"
"5010112000053","357","2.8","1","0.015","10","a","-2","3"
"5099801000178","370","0.9","5.8","0.01","11","a","-7","1"
"0034361482953","53","3.4","0.1",,"9.5","unknown",,"4"
"8801043061674","407.4","5.9","13.33","2.5","8.14","unknown",,"4"
"7340001800623","376.363636363636","2.36","12","0.32","37","b","1","4"
"5906974015727","150","31","0.5","0.05","1","c","4","4"
"8005121000092","355","3.9","1.7","0.004","13","a",,"1"
"8690710030323","695","1","57.1","0.3","25.7","d","14","1"
"8901071706834","276.5","63.7","0.56","0.1818","1.27","d","18","4"
"8906120100137","490",,"31","0.045","16.5","unknown",,"1"
"4610274540018","230",,,,,"unknown",,
"5711953055706","27","2.5","0.4","0.07","3.4","b","-3","1"
"3252755150005","445","28","22","1","6.1","e","19","4"
"6291003096099","119","19","0.4",,,"unknown",,
"4022993047080","176","2.6","3.3","1.3","3","c","5","4"
"7340001800203","352.727272727273","2.4","12","0.315","37","not-applicable",,"4"
"5203064004501","489","21","22","1.1","6.9","e","27","3"
"3250391422715","601","13","49",,"11","d","15","4"
"7610700607022","235",,,,,"b","2","4"
"6111126000424","76","13","1.6",,"2.5","e","12","4"
"8076809581318","505","23","25","0.7","9","d","18","4"
"7501055305629","20","5",,"0.055",,"d","8","4"
"4056489150220","330","51.6666666666667","1.66666666666667","0.133333333333333","2.66666666666667","d","13","1"
"7792540294607","400","100",,,,"unknown",,
"7790895000218","30","7.5",,"0.01524",,"unknown",,
"0051500053300","562.5","3.125","50","0.4296875","25","a","-8","1"
"8801062865802","454.545454545455",,"27.972027972028",,"6.99300699300699","unknown",,
"6224001184451","194",,"10",,"16","unknown",,
"7502252480263","460","26","29","0.4225","15","c","5",
"7501020513295","94","2.3","5","0.4","10","a",,"4"
"6009510809473","527","0.7","35","0.445","7.4","unknown",,
"7340083491948","20","2.3",,"0.25","1.7","a","-4","3"
"7702129020756","300",,"20","0.7925","29","c","9",
"7804673910863","380","14.3999996185303","10.8000001907349",,"33.4000015258789","unknown",,
"3083681012583","108","0.8","0.6","0.22","7.7","a","-10","4"
"8852008300000","514","38","24.3","0.6","5.4","e","19",
"7702552000097","350","6",,,"6","b","-1","4"
"0096619044771","333.333333333333","3.33333333333333","30","1.08333333333333","6.66666666666667","d","17","4"
"5701038033248","592","4.7","49","0.4225","26","c","4","3"
"0096619081257","450","15","27.5","0.78125","25","not-applicable",,"4"
"3046920021043","567","30","38","0.03","9.6","e","19","4"
"5411188126416","70","8.4","2.1","0.16","3.6","b","1","4"
"3222476547262","353",,"29","2.4","23","d","18","3"
"4023600013368","287","1.4","30","0.24","2.4","d","14",
"8801007323602","195","3","10","0.9","7","unknown",,
"8076809580144","359","3.5","2","0.01","12.5","a",,"1"
"3272770094702","333","2.3","32.9","1.1","6.8","e","19","3"
"7340191144705","481","0.6","22","0.885","7.8","unknown",,
