"code","energy_kcal_100g","sugars_100g","fat_100g","salt_100g","proteins_100g","nutriscore_grade","nutriscore_score","nova_group"
"3176582033563","283","0.1","23","1.5","18","d","13","3"
"57095967","0.2",,,,,"unknown",,
"4790016590126","121",,"14",,,"unknown",,
"8991002105676","451.612903225806","58.0645161290323","11.2903225806452","0.403225806451613","3.2258064516129","unknown",,
"20491543","16.8","4.2",,"0.133333333333333",,"c","7","1"
"6950955909610","349.43",,"13.7","0.5325","6.5","unknown",,"4"
"3228857000852","264","7","4","1.1","7","c","7","4"
"0028400090896","530.035335689046","3.57142857142857","28.5714285714286","1.51785714285714","7.14285714285714","d","16","4"
"5019503002157","102.816901408451","0.28169014084507","1.69014084507042","0.112676056338028","15.4929577464789","a","-9","4"
"3380380087400","333.333333333333","3","5","0.5","10.5","a","-2","3"
"4061459694918","283","0.6","15","1.1","11","b","1","3"
"7895000528448","606.666666666667","4","51.3333333333333",,"29.3333333333333","a","-7","1"
"3041090063152","389","12","2.6","1.4","12","d","13","4"
"5712875714818","357","22","4.6",,"8.1","unknown",,"4"
"8718907144346","502","46","29","0.03","6.3","e","24","4"
"5025840004754","87","7","0.4","0.1","10.5","a","-1","4"
"7048840218820","58","3.5","2.7","0.25","4.5","b","2",
"6001224642650","64","3.9",,,,"unknown",,
"7622202251696","514","39","26","1.125","6.3","e","32","4"
"8850358371343","420","4","10",,"12","a","-6",
"8004030383562","403",,"37","1.1","17","d","14","3"
"4901940070459","552","40","33.5","0.12","3","e","19","4"
"6001008743412","20.32","4","0.2","230","0.2","e","19","3"
"8480000141613","486","31","22","0.9825","5.4","e","24","4"
"4930726102084","37","1.4","2.2","0.15","2.9","b","-2","4"
"7045810000416","92","2.2","4.8","0.8","2.6","c","3","4"
"3760122710672","95","0.1","1.75","0.33","19.85","a","-5","1"
"3415581152920","262","20.8","16.3","0.22","4.4","e","20","4"
"80135876","539","56.3","30.9","0.1075","6.3","e","31","4"
"5601001187803","389","22.4","4.8","0.22","8.9","c","7","4"
"0855712008017","500",,"21.4285714285714","2.23214285714286","7.14285714285714","d","17","4"
"4011800408336","471.875",,"30.9375","1.09375","15.9375","unknown",,
"8011242122391","225",,"9.1",,"9.8","unknown",,
"5099406000566","277.5","1.9","3","1.6625","10.5","c","10","3"
"6009544905363","381.25","4.0625","4.6875",,"70.625","unknown",,
"20917906","46.6666666666667","5.2","3.5","0.12","4.5","b","2","1"
"8480000134455","382","4","7.8","1.8","13.3","c","8","4"
"3560070832491","363","3","1.5","0.01","12","a",,"1"
"3270160717668","191","2.7","7.2","0.85","6.7","c","5","3"
"0096619188031","500","15","37.5","0.78125","12.5","d","17","4"
"8906010501419","491","3.1","22.8",,"6.6","unknown",,"4"
"8076809522533","453.703703703704","29","19","0.315","9","d","12","4"
"8710482534512","487.341772151899","3.16","27.8","0.06","35.4","a","-3","4"
"4003514001002","893",,"99.8",,,"e","20","2"
"3390390000115","665","4.6","58.3","0.02","21.8","a","-10","1"
"5200106870018","68","4.7","3.9","0.1","3.4","c","4",
"8809256676906","421.428571428571","64.2857142857143","7.14285714285714",,"3.57142857142857","unknown",,
"5038862161503","42","9",,,"0.4","c","4","1"
"4056489149507","137",,"4.7",,"4.8","unknown",,"4"
"4056489067788","129","0.5","7.5","0.9825","13","a",,"4"
"5449000036919","48","7",,"0.026",,"e","12","4"
"3661344221796","90","12","2.8","0.14","3.8","c","4","4"
"6111250474641","111","1.3","7.9","6.7","5.2","e","21","4"
"0057825750023","52.1739130434783","4","1.71428571428571",,"3.42857142857143","b","1","3"
"8901719129179","469","26.2","16.1","617.5","6.5","e","35",
"7391835923309","900",,"100",,,"unknown",,
"5022374051872","566","28","43","0.02025","12","e","20","4"
"6001458000462","250","4.7","3.4","0.0525","3.3","unknown",,
"8411037884402","472","48","24","0.39","5.3","e","22","4"
"3477730007079","576","31","42","0.5","8.3","e","22","3"
"7790895000829","20","5",,"0.0425",,"d","8","4"
"20030049","506","39","25","0.3","7","e","28","4"
"8850026209244","112","2.4","3.6","1.32","15.2","b","1","4"
"7311041029268","718",,"79","1.3775","1","e","19","4"
"7026450051051","95.4285714285714","80",,,"1","e","19","2"
"20669409","423","2.2","10.6","1.75","11.5","d","17","4"
"5201008418520","472","22","26","0.4","6.5","d","18","4"
"4056489944089","369","1","6.5","0.01","14","a","-5","1"
"5707196154443","106",,"2.2","1.9675","19","unknown",,
"0658480001958","350",,"5","0.75","6.66666666666667","b","1","3"
"7500533003941","839.7",,"93.3",,,"unknown",,"2"
"7704269159686","22.0833333333333","1","1.5","0.0427083333333333","1","c","3","4"
"0742812700616","200","42.8571428571429","2.38095238095238","3.1547619047619",,"unknown",,"4"
"8002710402008","398",,"30","1.625","32","d","15","3"
"0058716993574","620","4","52","1.25","22","d","15","3"
"8904043926612",,,,"93.5",,"not-applicable",,
"5740700998799","46","11.3",,,,"unknown",,
"3017760654098","498","43","22","0.66","5.5","e","31","4"
"3228024210138","248","6","18",,"14","unknown",,"4"
"7705633010305","155",,"0.400000005960464",,"3.79999995231628","unknown",,
"3154230809890","102",,"2","1.7","21","c","7","4"
"7898215151708","58","4.6","3","0.1525","3.1","b","2","4"
"3168930003632","375","1.1","8","0.01","11","a","-4",
"8710604778725","681","1.3","75","1.4","1","e","19","4"
"4770107253468","361.666666666667","1.66666666666667","2.3333332935969",,"8.00000031789144","unknown",,
"6411200212317","449","20","18","0.99","9.1","d","12",
"7501071307751","74",,"0.3","0.6725","4.7","c","5","4"
"7300400128926","340.579710144928","0.5","2.5","1.15","11","a",,"4"
"8594071417628","36","4.59999990463257","1.39999997615814",,"0.5","unknown",,
"0260000600000","47","4.8","1.6",,"3.3","unknown",,
"4061458021951","578","43","37","0.48","9.5","e","31","4"
"5410056187337","50","1.1","2.4","0.87","0.4","unknown",,"4"
"4710144101216","466.666666666667","16.6666666666667","16.6666666666667","1.04166666666667","3.33333333333333","e","22","4"
"0602652203015","411.764705882353","20","16","0.000375","16","not-applicable",,"4"
"3154230809869","102",,"2","1.7","21","c","7","4"
"4820000954419","330",,"52.5999984741211",,"23.6000003814697","unknown",,
"7801875001580","0.6","0.2",,"0.00075",,"b",,
"5000157150950","48","3.9","2.3","0.65","1.5","unknown",,
"4792173000012","222.2","0.3","16.2","161","6.6","not-applicable",,"1"
"7613037059281","409","25","7.7","0.48","7.9","c","10","4"
"7038010003813","56","9.5","0.8","0.1975","2.7","d","7","4"
"0628553080081","250","1","1.5",,"9","a",,"3"
"7898024397915","500","45.4545454545455","27.2727272727273","0.454545454545455","9.09090909090909","e","30","4"
"5010478051140","355","62",,"0.07","3.4","e","19","4"
"0745760017751","165","11","6","0.375","4","unknown",,
"7892840822552","310","0.9","15",,"6.6","unknown",,
"6294002405794","199","4","18","1.9","0.2","unknown",,
"9555582200191","406","14.5","36.3","2.8225","2.5","unknown",,"4"
"4973827070258","14",,"0.1","0.01","1.4","unknown",,"1"
"0800800209869","500",,"28",,"23.5","unknown",,"4"
"50184453","262.5","1.2","0.5","10.8","34","e","23","4"
"6957735788861","53.0612244897959","7.3469387755102","2.44897959183673","0.0306122448979592","0.816326530612245","e","12","3"
"3564700868546","50","3.3","1.8","0.11","0.5","c","5","4"
"4901111968936","476.923076923077",,"20","0.615384615384615","7.69230769230769","unknown",,"4"
"7790070431516","129.6875",,,,"2.734375","unknown",,
"0048001578845","642","1.2","71.4","6.52","0.9","e","38",
"3523230028431","291","1","23","1.5","20","d","13","3"
"8003180908564","259","4.7","24","0.17","3.3","d","14","4"
"8480000212566","52","3.1","0.5",,"10","a","-4","1"
"8997240600942","148",,"5.8",,"2","unknown",,
"8594070308316","378","4","5","3.25","15","d","16",
"7891000102626","366.666666666667","1.33333333333333","7.66666666666667",,"15.3333333333333","a","-6",
"3250546095238","271","1.6","25","4.5","5.9","e","24","4"
"4104420208254","360","1.5","1","0.4925","27","a","-9","1"
"7896002303477","240","8","2.8","0.905","10.6","b","2","4"
"7020656900267","100","4.7","6.8","0.74","10.5","a","-1","4"
"8720256082620","470","3.6","27","0.32","16","a","-2","4"
"20284329","307","2.1","6.7","1.2775","11.1","d","11","4"
"7311070008494","252","4.1","3.1","0.9825","10","b","2","4"
"0082592194152","250","50",,"0.075","2","d","8","4"
"8851876201549","157",,"0.5","0.17","6","unknown",,"3"
"6111252421575","1","0.1","0.1","0.1","0.1","b",,"1"
"8901058000269","384.285714285714","1.85714285714286","12.5714285714286",,"8.14285714285714","unknown",,"4"
"5400117585899","622","5.5","50",,"28","a","-7",
"3560071232719","273","5.2","5.1","1.1","8.4","c","4","4"
"8714700524002","360",,,,"1","unknown",,
"9342866000635","50","12",,"0.055",,"e","27","4"
"9352042004234","186.5","3.5","1.7","1.98","21.6","c","7","4"
"4335619020337","445","22.8","14.3","0.4725","6.3","d","15","4"
"40144450","518.333333333333","38.3","31.6","0.3825","8.4","e","28","4"
"8691707095127","510","50","30","0.575","5","unknown",,
"8805425505091","120",,"0.800000011920929",,"15","unknown",,
"8850987101021","472.727272727273","7.27272727272727","20","5.81818181818182","9.09090909090909","unknown",,"4"
"7704269882140","170",,"15",,"3.3","unknown",,"4"
"3229820788098","450","45","15","1.02","3.4","e","27","4"
"5941168000233","41","1","2.2","11.5","2.2","not-applicable",,"3"
"9005300019142","235","3.9","4.1","1.2","8.8","b","2","4"
"8902346050133","33","8.27",,"0.1775",,"d","9","4"
"8715700125992","102","22.8","0.1","1.8","1.2","d","13",
"4008258107010","606","6.2","48","0.02","19","b","-5","1"
"3227134041625","224.67",,"25","1.87",,"e","19",
"7802225683050","486","6.7","25","0.7874","8.5","d","16",
"7793046007791","116",,,"0.0325",,"unknown",,"4"
"5000111045414","95.602294","18","2","3","2","e","19","4"
"3272770014724","286","3.5","27.5","1.1","6.1","e","22",
"8888010102356","296.923076923077","11.8461538461538","7.84615384615384","0.838461538461539","11.3846153846154","d","13","4"
"8005121000405","355","3.9","1.7","0.004","13","a",,"1"
"8480000125866","610","1","54","0.19","15","d","12","3"
"5705830000170","2","0.5",,"0.05",,"c","4","4"
"6982018028457","8",,,,,"unknown",,
"9300633431099","692","4","75.7",,"1","d","16","4"
"9066000106402","743","0.6","82","0.03","0.7","e","20","2"
"20036935","80","7.7","4.1","0.15","2.8","e","10","4"
"3245550078681","405","7.9","9.8","2.7","16.3","d","16","4"
"6004923003722","152","8.69999980926514","0.100000001490116",,,"unknown",,
"7896798603584","316.666666666667","37.9166666666667","5.83333333333333","0.0447916666666667","2.5","unknown",,
"6111260550595","249","0.2","16.1","1.1","19.8","c","3","3"
"5997003581139","900",,"100",,,"c","4","2"
"7311800640109","280","7","1.6","1.2","9.8","c","4","4"
"8809221163387","8",,,,,"unknown",,
"6152110065968","355",,"0.4",,"0.4","unknown",,"4"
"15010087","322","29.8","1.5","0.8725","5.6","d","16","4"
"5060042641437","505","3.6","27.8","0.38325","7.5","b","1","4"
"0603964010339","100",,,,,"a",,"3"
"6111032007661","78.8","11.4","2.85","0.0019","1.9","c","5",
"6970870270947","51.784576155",,"1.4","0.125","1.9","unknown",,
"9300605120686","3752.98263356667","727.272727272727","33.0578512396695","0.206611570247934","41.3223140495868","unknown",,"4"
"4061464727830","634","4.6","51.3","0.01","28.5","a","-6","1"
"3017760307499","435","20","14","0.98","7.8","d","11","4"
"00302661","298","0.7","25.1","0.73","6.4","c","5","3"
"7340001800906","57.9","3.94","1.39","0.2175","7.27","not-applicable",,
"6223001752868","148","0.3","2.3","0.55","2.2","unknown",,
"5060283760669","464.285714285714","11.4285714285714","20.7142857142857",,"7.85714285714286","b","1","4"
"20022952",,,,"0.000925",,"a",,"1"
"8801105901009","53","12.9",,"0.02",,"d","8",
"1001006021623","409.090909090909",,"9.09090909090909",,"13.6363636363636","a","-5","1"
"5449000214843","43","10.7",,,,"e","12","4"
"5060947541986","41.6","9.6",,"0.0785",,"e","15","4"
"8809736070088","292","280",,,,"unknown",,
"7802810012029","828",,"92",,,"c","6","2"
"0025293001497","12.5",,"1.25","0.14575","0.416666666666667","b","1","1"
"7802000003219","438","63","15","0.00325","2.7","e","30","4"
"6923818881323","452","31.6","22.9","0.13","8.1","e","24","3"
"8901499010742","390","31","3.1","0.45","4","d","11","4"
"7501008049723","413","34","7.4","0.349","5.5","d","18",
"3560070932429","450","25","15","1.5","7.5","e","28","4"
"0629025410122","80","14.6","6.1","0.025","2.3","c","8","4"
"7801610350409","0.2",,,"0.18",,"b",,
"7702001158645","39",,"0.300000011920929",,"3.29999995231628","unknown",,
"7610400014649","608.8","44","46","0.15","4.7","e","29","4"
"8888030301869","355","2.75","1.75","0.015625","13.375","unknown",,
"4902401217444","300","13","8.8","18.1","22","unknown",,"4"
"8718114724485","723.333333333333","1.3","79","1.5","1.1","c","8","4"
"7501020550986","53","3.4","2","0.0825","5.4","b",,"1"
"3046920010047","559.512428298278","17","46","0.02","10","e","21","3"
"5997010309085","275","6","25",,,"c","6","4"
"4088600169859","451.111111111111","14.6","17.4","0.03","11.9","b","2","4"
"5060639126095","36","8.5",,"0.1",,"e","10","4"
"03431209","236.842105263158","52.6315789473684",,"0.131578947368421",,"d","14","4"
"3284230011884","345","8.7","11","0.9","9.3","d","11","4"
"0060410029886","540","6","34","1.75","8","d","17","4"
"8888192501886","246.175908183",,"18.7",,"10.5","unknown",,
"5411188111085","24","2.4","1.1","0.000375","0.5","c","4",
"3245412891175","63","11","0.5",,"2","a","-2","1"
"6223004763762","514.0625","6.42857142857143","50","1.1875","21.7857142857143","unknown",,
"6111203007360","287",,"24","1.75","10","unknown",,"4"
"4823077609077","489","25.5","22.7","0.46","6.3","e","21","4"
"4056489027263","71","12.6",,,"0.2","a","-2","3"
"0894700010014","53.3333333333333","3.33",,"0.0916666666666667","9.33","a","-3","1"
"8901764111259",,,,"0.0075",,"c","4","4"
"5400141187205","101","0.5","0.8","0.75","23","unknown",,
"5741000129623",,,,"3.78787878787879E-05",,"b",,"4"
"5013803001070","496","4.4","31.4","0.05","13.7","d","11","4"
"7898080640239","75","11.5","1.6","0.26125","1.2","e","18",
"6194008533920","513","32","23","0.25","5","e","26","4"
"7503039263635","238.4","49.1",,"0.04","0.9","d","16","4"
"6224010623750","65.5333333333333",,,,"7.33333333333333","unknown",,
"5000159560061","489","51","23","0.52","8.6","e","29","4"
"7612100907603","545.889101338431","50.1","32.4","0.2","3.7","e","25","4"
"8858826200331","140","3","6","0.85","6","c","6","4"
"6001087011341","39.8342893562778","7.1","7.1","20.4825","2.3","e","26","4"
"20236366","512","47","29","0.01","7.2","e","24","4"
"8480000861672","52","3.6","2.5","0.115","0.5","d","8","4"
"8000070053564","1",,,,"0.2","unknown",,
"4770207042597","78",,"2",,"3","unknown",,
"8997240600041","63.5","2.8","3.2","0.1","0.6","d","8","3"
"7090042651271","334","80",,,"1","e","19","2"
"2000000150413","321",,"2","1.1","70.2","c","3",
"3046920029780","604.684512428297","29","48","0.01","6.9","e","25","4"
"06407014","266.666666666667","26.6666666666667","3.33333333333333","5.08333333333333","10","e","28","4"
"3041090063114","389","7.9","2.7","1.6725","11","d","14","4"
"20465834","222","5.6","16","2","12","d","18","4"
"7700304666232","73","3.7",,"0.042","0.6","b","1","4"
"8901030898105","500","4","52.6","1.8025",,"e","24","4"
"7501003308351","274","6.5","25.2","0.684","0.7","c","6",
"4056489715917","616.666666666667","2.83333333333333","2.5",,"15.3333333333333","a",,"3"
"6111032009429","51","7","1",,"1.3","not-applicable",,
"8076802085981","359","3.5","2","0.01","13","a",,"1"
"3560071266905","649","4.7","57","0.02","24","a","-10","1"
"3083681148602","66.6666666666667","4.5","4.5","0.71","1","a","-1","4"
"4056489178811","341","44.5","9.3","0.01","7.1","d","15","3"
"8850188250108","62.2222222222222","4.44444444444444","2.66666666666667","0.105555555555556","3.11111111111111","c","3","1"
"4823065720401","69.0999984741211","11.4700002670288","1.5",,"2","unknown",,
"0846034023253","10.04016064257",,"0.40160642570281","0.55220883534137","1.2048192771084","b","2","4"
"5000214020899","111","26.7",,"0.125","0.2","c","3","4"
"6065756951017","103","0.5","1.89999997615814",,"21","unknown",,
"4002971243703","76","4","1.5","0.12","10","a","-3","4"
"8001860252938","59","8.3","1","0.1","0.5","e","12","3"
"9556404115525",,,,"0.12",,"unknown",,
"8436048962581","524","37","28","0.83","5.2","e","30","4"
"4088600058306","478.260869565217","5.1","19.6","2.25","7.7","d","18","4"
"8480000676603","2821.42857142857","49","6.3","1.5725","7.4","unknown",,"4"
"9310012038771","43.9770554493307","4.8","0.16","0.71","1.36","a","-1","4"
"8445291719736","481.012658227848","28.1645569620253","18.9873417721519","0.688291139240506","6.0126582278481","unknown",,
"8710400261803","45","8.2","0.1",,"0.7","a","-3","1"
"5900385012573","97","18","0.5","1.9675","1.4","d","13","4"
"5053990179039","519","2.1","30","0.62","6.2","c","9","4"
"8000500426449","535.294117647059","34.6","29.9","0.37","6.2","e","27","4"
"4056489190943","496","4.6","28.3","1.45","12.9","e","21",
"4066447398649","391","0.6","3.8","0.015","10.4","not-applicable",,
"0073390000165","333","66.666666666667",,,,"e","20","4"
"9421902090349","42","9.6",,"0.5",,"e","13",
"20020545","90","16.5","0.8","0.11","2.5","c","4","3"
"7035620044830","630",,"70","1",,"c","10","4"
"0064144043156","75.2941176470588","1.17647058823529","1.88235294117647","0.794117647058823","2.11764705882353","c","3","4"
"7802420007927","410","46.2","10.3","0.84836","7.3","unknown",,"4"
"7622210204424","467.5","32.5","17","0.49375","6.25","e","21","4"
"7896002362412","398.333333333333",,"16.6666666666667",,"4.16666666666667","unknown",,
"4056489519928","350","85.9","0.1","0.295","0.1","e","20",
"20037710","359","30.4","12","0.44","6.8","e","21","4"
"7311070032604","397","7","6.2","1.6","12","d","11","3"
"7702914601627","444","32","23",,"6.19999980926514","unknown",,
"5010044006529","247.5","3.4","2.6","0.98","9.4","c","4","3"
"8722700479499","100","4.2","6","1.5725","0.7","c","9","4"
"7613287514325","368","8.3","1.5","0.56","9.8","a","-1","4"
"7350113940001","335","0.6","30.6","1.4","6.7","d","11","3"
"8715700122021","64","11","0.1","0.9","1.4","c","6","4"
"5908230523182","511","1.9","44","2.7","24","e","29","4"
"8801043020756","470","4","18","1.27","6","d","17","4"
"7802000014109","360","1","9",,"13","a","-5","1"
"7896009301162","180",,"15",,"10","unknown",,
"7501030424345","488",,"27.4","0.1625","7.9","unknown",,"4"
"9415684000016","466.06","2.9","21.5","1.1775","5.6","d","11","4"
"4902070011763",,,"3.9","0.1","3.4","unknown",,"1"
"3497911101129","522","0.8","31","1.4","6.3","d","12","4"
"0643435648463","292","2","8.5",,"8","unknown",,
"5017162007605","526","29.2","25.1","0.905","4.9","unknown",,
"7707287463179","378","19",,,"1","unknown",,
"20277345","286","1.6","3.2","0.9","9.8","b","2","1"
"7800159001049","76",,"3.6","2.7305","4.2","d","13","3"
"9421903938589","594","5.33","46","0.35","26.7","a","-10","3"
"9400581052350","393.333333333333","8.5","15.8333333333333",,"35.1666666666667","not-applicable",,
"0065633502253","457.142857142857","22.8571428571429","20","1","8.57142857142857","d","17","4"
"8594012320123","431.3","3.27","16.5","2.42","9.71","e","25","4"
"8402001011924","347","1.1","0.7","0.57","5.3","c","4","3"
"5201168815399","257",,"21","2.5","17","e","23","3"
"3179732333919",,,,"0.0013",,"a",,
"4056489012788","62.4","4","0.2","0.13","11","a","-3","3"
"6001052001049","353.728489483747",,"2.75","0.8875","12.5","a","-2","3"
"8852756346053","385","8","1","1.15","7","d","11","3"
"20013165","531","11","29.4","0.05","5.9","d","12","4"
"8901063162648","445","21.2","10.6","0.79","7.9","e","19","4"
"5000112654028","0.303030303030303",,,"0.0212121212121212",,"b",,
"8410128180485","13","0.1","1.1","0.14","0.5","b","1","4"
"7702535022078","18","4.5",,"0.0725",,"c","4",
"5712873708628","363","1","6.5",,"13","a","-8","1"
"6944101500028","346.7",,,"0.245",,"unknown",,
"20011246","290.63","0.6","25.3",,"15.9","unknown",,
"8904011316018",,,"1",,"34","unknown",,
"3165958350014","160","0.5","12","1.0825","12","c","4","4"
"0044000000578","437.5",,"9.375","2.109375","6.25","d","15","3"
"0716270001745","483.870967741935","8","13","0.375","2","unknown",,"4"
"8023678161363","51","4.2","1","0.08","1","d","7","3"
"4061458021241","372","51","9.8","0.09","3.1","e","23","4"
"8005121050851","356","3.8","1.8","0.005","13","a","-1","1"
"8717677336630","535.4","51.23","31.08","0.19","7.43","e","31","4"
"8711299013337","627","4.30000019073486","55",,"20.2000007629395","c","8","1"
"6415711804245","724","2.9","79","1.0825","0.9","e","19",
"4820150734848","135",,"6",,"20","unknown",,
"5063270101766","4",,"0.5",,"0.5","unknown",,"1"
"3176571744289","62","9.7","0.9","0.09","3.2","c","6","3"
"8850127003499","400","36","4","0.4572","8","e","11",
"7311870010956","633","0.4","70","1.18","0.3","e","22",
"4061462240133","46","5.7","0.8","0.13","1.1","d","7",
"9310645254517","361","4","1.5","0.02","14","unknown",,
"5010029000092","392","4.4","2","0.275","12","a","-3","3"
"8801121033111","90","4","4.8",,"7","unknown",,
"3092718637392","342","84",,,,"unknown",,"4"
"9415077377701","430.21032498",,"48","0.85",,"unknown",,
"5941868201046","476","1.8","20","1.5","6.1","e","20","3"
"8410261775234","55","13.9",,"0.025","0.3","e","12","3"
"7340191129801","105","0.6","2.8","0.0005","6.1","b","-4",
"7036110008172","630",,"70","0.9825",,"c","10","4"
"5776879015074","527","28","27","0.275","5.4","e","25","4"
"7700304189731","828",,"92",,,"c","9","2"
"4710339006418","85.9259259259259","6.37037037037037","4.22222222222222","0.166666666666667","5.40740740740741","b","2","4"
"7702084137858","426.66666666667",,"5","0.051666666666667","6.6666666666667","a","-2","1"
"7894321722016","83.5","12","2.55","0.2","1.85","e","16","4"
"5000112669169","3","0.4",,"0.01",,"b",,"4"
"6111266962446","167.8","20","7.4",,"5.3","d","11","4"
"7802575031181","342","4","2","0.0127","12","unknown",,"1"
"7038010072482","51","5.2","1.5",,"4.1","unknown",,
"7340083474187","824",,"92",,,"b",,"2"
"8594000230274","400","100",,,,"e","20",
"9317772107259","629","8.7","52",,"25","unknown",,"3"
"4056489340591","646.666666666667","5","53",,"27","a","-7","1"
"0068892236525","666.666666666667","6.66666666666667","53.3333333333333","0.0166666666666667","20","a","-10","1"
"7350054797450","256","52.3","3",,"2.1","d","12","4"
"3222110009958","393","0.5","33","1.5","24","d","14","3"
"4791061500962","548",,"44","0.001","23.4","unknown",,
"8710445020878","400","3","7.6","1.13","13","a",,"3"
"5900617037626","370","25","6.5","0.81","11","unknown",,
"4056489294795","350","3.57142857142857","1.78571428571429",,"12.5","unknown",,"1"
"5906747176587","376","6.5","2.2","2.66","9.1","d","18","4"
"5941143028818","498",,"27","0.45","5.7","unknown",,
"8904004409222","570.454545454545","8.61363636363636","36.5","0.889","14.0227272727273","e","20","4"
"4037300108491","59","0.8","2","0.92","2","c","4","4"
"3245413922403","488","17","21","0.51","10","d","12","4"
"7702511003695","339",,"3.3","0.0375","7.9","unknown",,
"5704000502278","245","2","20","1.475","11","unknown",,"4"
"0037600293532","606.25","9.375","50","0.9765625","23.75","c","7","3"
"8001876552442","102","18.5",,,"1","unknown",,
"7032069716922","828",,"92",,,"c","3",
"8850096750059","633.333333333333","6.66666666666667","50","0.208333333333333","23.3333333333333","unknown",,
"7896504305078","58","4.6","3","0.1425","3.1","b","2","4"
"6408430407545","46","4.2","0.4","0.1","5.6","a","-1","1"
"5997956701097","311","69","1","0.02","2","unknown",,
"8901725118938","546","1.7","32.8","1.846","5.5","e","25",
"8437005669765","110","1.3","9.5","1.5","18.5","d","12","4"
"5900512300108","746","1","82","0.02","1","e","20","2"
"7622201437657","178","14","7.4",,"1.6","unknown",,"4"
"5021554970019","202","0.5","2.3","1.5","18","a","-3",
"8480000235756","619","4.1","54","0.01","22.8","a","-10","1"
"7891962075792","506.666666666667","43.3333333333333","25","0.275","4","e","27",
"8715700421957","597.514340344168","1.5","70","1","0.8","c","6","2"
"9415077088553","359","65","1.3999999761581",,,"unknown",,"3"
"0078895130188","53.3333333333333","6.66666666666667",,"8.83333333333333","4","e","21","4"
"4056489192985","455","20.9","17.3","0.53","9.6","d","12","4"
"0016229001711","180.722891566265","2.40963855421687","18.0722891566265","0.0451807228915663","1.20481927710843","e","17","4"
"9555022302515","448","3.6","15.2","3.22","11.2","unknown",,"4"
"7044416013714","380","22","9","0.36","8.6","c","8","3"
"7501030418504","479","35.3","20.6",,"5.3","unknown",,
"6009510808643","525",,"31","1.625","5.5","e","23","4"
"4902705126558","68.5",,"3.9","0.10875","3.4","unknown",,
"8480000835475","260.46511627907","3.7","5.7","1.175","11","b","2","4"
"5411188121329","61","0.7","4.7","0.15","2","a",,"4"
"3760113766121","467","1.6","47","2.3","7","e","26","3"
"5310206003251","597.7533459861","34.6","39.4","0.3925","2.9","unknown",,"4"
"20128784","444","18","26","0.75","6","e","23","4"
"0064100142282","327.27272727273","25.454545454545","1.8181818181818","1.1363636363636","9.0909090909091","d","12","3"
"5603722505775","750","0.8","83","0.05","0.6","e","20","2"
"7394376616501","61","3.4","3","0.1","1.1","d","7","3"
"7702001163878","77.3333333333333","4.13333333333333","2.93333333333333","0.16","8","a","-1","4"
"4056489447177","56","7.4","0.5","0.845","3.2","a",,"4"
"7802955001087","59.0909090909091","9.09090909090909","0.727272727272727","0.0463636363636364","2.72727272727273","d","7","4"
"0009800800056","500","85.0591730769231","48.0769230769231","1.20192307692308","14.7929038461538","e","27","4"
"4056489204466","368","1.2","2.4","0.01","6.4","b","2","4"
"7035620050459","216.444444444444","34","23","0.68","5.6","e","27","4"
"8992761131012",,,,"0.008",,"b",,
"4088600145082","22","3.8","0.1","0.015","1.1","a","-4","1"
"7039010020602","362","4.7","1.6","1.2","9.1","c","7",
"3800200451704","461","1.6","16","3.2","13.1","e","21","4"
"8410500023652","84.3333333333333","5.2","0.5","0.17","8.4","c","6","4"
"8005110200007","96","14","0.2","0.5","4.2","a",,"3"
"0877877111111","364","1.4","9.9","1.575","50","not-applicable",,
"8008698040782","235","2.2","3.6","0.97","3.6","a",,"4"
"8711327616783","323","23","13","0.27","3.5","e","20","4"
"8023678164517","27",,"2.5","0.1","0.8","b","2","3"
"9556001311344","531.428571428571","39.1428571428571","31.1428571428571","0.0714285714285714","7.14285714285714","unknown",,
"6224003479067","521","42","29","0.2125","3","unknown",,
"8850157400107","318.181818181818","27.2727272727273",,"5","27.2727272727273","e","32",
"3017760363396","476.666666666667","34","19","0.002125","7.7","e","24","4"
"8801052436029","170","11","4",,"13","unknown",,
"6111028001024","225","1.875","20","1.625","8.75","d","17",
"8801104500616","45","11",,"0.0375",,"unknown",,
"20269937","519","36.5","32.1","0.63","13.2","unknown",,
"0890000001004","69.0461015508816","14.4444444444444",,,,"c","3",
"5060228323799","272","0.6","21.6","0.9825","6.4","b","2","4"
"8901088069120","325","81",,"0.0325","0.25","e","19","2"
"8801043021937","350","8","8",,"8","unknown",,
"3250391124800","374","3.4","5.1","1.5","16","c","6","4"
"6415000119067","375","1.3","6.9",,"12","a","-4","1"
"8480000141583","366.666666666667","1","1.66666666666667","0.7","7.66666666666667","c","4","3"
"7702090027884",,,,"0.03125",,"c","4","4"
"5413548283128","576","52.2","36.6","0.28","8.3","e","33","4"
"9310072000954","442.603215069754","22.6337448559671","11.1111111111111","0.689300411522632","6.17283950617284","e","19","4"
"3017760857062","440","23.2","12","1.38","8","e","24","4"
"8000500311585","627","33.6","48.3","0.305","7.4","e","27","4"
"3560070329120","355","2.5","1.5","0.02","12","a",,"1"
"9300652809961","72","4.8","1.8",,"3.5","c","3","4"
"7311041048290","55","4.1","1.1","0.0975","1.5","c","6",
"5034467002029","162","0.2","6.9","1.465","22.5","c","3","4"
"6111031005590","525.333333333333","49.3333333333333","24.2666666666667","1.8","3.73333333333333","e","33","4"
